from_user,to_user
tvconservative,annh53182
LizSchmidt3,RicanPrincessWI
guntotingteabag,RicanPrincessWI
jrios68,TheTrollRoller
jrios68,TheTrollRoller
jrios68,TheTrollRoller
ECmadtown,SpudLovr
jrios68,Notgvn
shreksshrek,SpudLovr
guntotingteabag,PeterWBarca
jrios68,shreksshrek
nomorespend,Harvey_Edwards
LizSchmidt3,wi_defender
nomorespend,Harvey_Edwards
shreksshrek,jrios68
jrios68,LizSchmidt3
unkybunky,muttmutt
LizSchmidt3,Conservativeind
Conservativeind,LizSchmidt3
HelpThe99ers,Conservativeind
SpudLovr,draculapuppet
Conservativeind,HelpThe99ers
Conservativeind,HelpThe99ers
Conservativeind,HelpThe99ers
LizSchmidt3,jimwitkins
HelpThe99ers,Conservativeind
Conservativeind,HelpThe99ers
HelpThe99ers,Conservativeind
Conservativeind,HelpThe99ers
Proudyorkiemom,Progress2day
HelpThe99ers,Conservativeind
Conservativeind,HelpThe99ers
Conservativeind,HelpThe99ers
unkybunky,muttmutt
unkybunky,muttmutt
unkybunky,muttmutt
LizSchmidt3,Cops4Labor
LizSchmidt3,wijim500
LizSchmidt3,unkybunky
LizSchmidt3,unkybunky
Bobacheck,LizSchmidt3
LizSchmidt3,unkybunky
HelpThe99ers,LizSchmidt3
LizSchmidt3,LangeTheThird
Conservativeind,HelpThe99ers
saragoldrickrab,GovWalker
LizSchmidt3,unkybunky
HelpThe99ers,LizSchmidt3
LizSchmidt3,unkybunky
SpudLovr,TheTrollRoller
HelpThe99ers,LizSchmidt3
LizSchmidt3,HelpThe99ers
HelpThe99ers,LizSchmidt3
LizSchmidt3,ECmadtown
LizSchmidt3,LangeTheThird
LizSchmidt3,LangeTheThird
LizSchmidt3,LangeTheThird
LizSchmidt3,WhichIDelight
WIBeetle,maddow
LizSchmidt3,unkybunky
LizSchmidt3,unkybunky
DefeatVos,GovWalker
LizSchmidt3,unkybunky
LizSchmidt3,LangeTheThird
TheTrollRoller,polymath22
SpudLovr,wisdem
LizSchmidt3,wijim500
Conservativeind,TheTrollRoller
LizSchmidt3,zthomae
Jack2John,Govwalker
zthomae,LizSchmidt3
VibeVal,_AMERICANSPRING
LizSchmidt3,zthomae
zthomae,LizSchmidt3
SpudLovr,TedNugent
LizSchmidt3,zthomae
zthomae,LizSchmidt3
LizSchmidt3,SpudLovr
jrios68,polymath22
jrios68,polymath22
LizSchmidt3,jrios68
jrios68,TheTrollRoller
LizSchmidt3,Progress2day
LizSchmidt3,Meg_Moen
LizSchmidt3,jrios68
restorereality,jrios68
LizSchmidt3,jrios68
SpudLovr,unkybunky
RicanPrincessWI,jrios68
LizSchmidt3,zthomae
jrios68,LizSchmidt3
LizSchmidt3,SpudLovr
LizSchmidt3,jrios68
LizSchmidt3,ShooterOneSix
restorereality,jrios68
LizSchmidt3,jrios68
jrios68,restorereality
LizSchmidt3,jrios68
LizSchmidt3,zakouts84
LizSchmidt3,WIProud
zakouts84,LizSchmidt3
LizSchmidt3,zakouts84
zakouts84,ar20org
GiniCoefficien1,StateFarm's
LizSchmidt3,zakouts84
LizSchmidt3,restorereality
restorereality,govwalker
james_bkelly,SpudLovr
LizSchmidt3,james_bkelly
zakouts84,ar20org
LizSchmidt3,zakouts84
LizSchmidt3,zakouts84
LizSchmidt3,james_bkelly
Conservativeind,rlittwin
LizSchmidt3,sailheeled
LizSchmidt3,james_bkelly
LizSchmidt3,james_bkelly
LizSchmidt3,james_bkelly
LizSchmidt3,james_bkelly
james_bkelly,LizSchmidt3
LizSchmidt3,james_bkelly
LizSchmidt3,james_bkelly
LizSchmidt3,wijim500
LizSchmidt3,james_bkelly
LizSchmidt3,james_bkelly
LizSchmidt3,wijim500
DefeatVos,VotePK
Tortured_Verse,LizSchmidt3
Tortured_Verse,LizSchmidt3
LizSchmidt3,DefeatVos
LizSchmidt3,DefeatVos
Tortured_Verse,wijim500
LizSchmidt3,superbranch
LizSchmidt3,DefeatVos
LizSchmidt3,polymath22
LizSchmidt3,DefeatVos
LizSchmidt3,polymath22
james_bkelly,LizSchmidt3
jrios68,polymath22
jrios68,polymath22
jrios68,polymath22
jrios68,polymath22
jrios68,polymath22
jrios68,polymath22
jrios68,polymath22
TheTrollRoller,Conservativeind
brewpackred,LizSchmidt3
JakeMillerWis,js_politics
55Bentley,Progress2day
unkybunky,DefeatVos
unkybunky,Uncucumbered
mdeates,zdroik
unkybunky,DefeatVos
55Bentley,kelly8sully
SouthsideZorro,SCrass7
DefeatVos,sykescharlie
Jack2John,Govwalker
TheTrollRoller,wijim500
TheTrollRoller,govwalker
Tamra4Senate,Lehmanforsenate
ManUpUAll,Progress2day
jrios68,FAMILYPOST
V1ct0rCR0cc0,LeeCamp
55Bentley,SpudLovr
GDAEman,GovWalket
aaronpellowski,wijim500
jrios68,againsborough
jrios68,againsborough
jw1605,SpudLovr
jrios68,againsborough
jrios68,youphoric
jrios68,SpudLovr
jrios68,JuneStar99
Tamra4Senate,Lehmanforsenate
jrios68,SpudLovr
danstrnad,wijim500
jrios68,nwhepcat
brewpackred,JuneStar99
jrios68,brewpackred
jrios68,JuneStar99
SpudLovr,nwhepcat
wijim500,DefeatVos
SpudLovr,MaineMiiarty
jrios68,SpudLovr
jrios68,wijim500
jrios68,JuneStar99
jrios68,SpudLovr
lakemillsright,polymath22
SpudLovr,polymath22
DefeatVos,SpudLovr
pdigaudio,GOPrincess
DefeatVos,RepPaulRyan's
Ms_Aligned,wijim500
nomorespend,MaryErpenbach
unkybunky,maddow
jrios68,polymath22
jbrady77,Stephknows
MaryErpenbach,nomorespend
VibeVal,WEAC
GomerWHoward,Conservativeind
wijim500,GomerWHoward
wijim500,GomerWHoward
runtodaylight,BradystreetBID
SpudLovr,wisdem
HenryDubb,c3kscanner
DefeatVos,GovWalker
DefeatVos,BenSparks
NEWIConservativ,polymath22
Madtownandy,GovWalker
Jack2John,JeffersonObama
deafear,CNN
SpudLovr,nomorespend
jrios68,SpudLovr
jrios68,MadtownMayhem
jrios68,deafear
unkybunky,johnl2833
Jack2John,Govwalker
pamster99,nomorespend
pamster99,nomorespend
Tortured_Verse,WI4Falk
jrios68,polymath22
LizSchmidt3,FAMILYPOST
ari_WISCslob,LizSchmidt3
unkybunky,GovWalker
Tortured_Verse,Cog_Dis
LizSchmidt3,unkybunky
ari_WISCslob,wijim500
Tortured_Verse,Cog_Dis
ari_WISCslob,Cog_Dis
ari_WISCslob,LizSchmidt3
ari_WISCslob,LizSchmidt3
GiniCoefficien1,StateFarm's
unkybunky,CoffeeBean26
LizSchmidt3,unkybunky
LizSchmidt3,unkybunky
garak99,GovWalker
LizSchmidt3,unkybunky
unkybunky,ari_WISCslob
ari_WISCslob,unkybunky
LizSchmidt3,wijim500
LizSchmidt3,scottwalkerwtch
LizSchmidt3,polymath22
unkybunky,polymath22
unkybunky,aaronpellowski
LizSchmidt3,polymath22
LizSchmidt3,unkybunky
Conservativeind,polymath22
LizSchmidt3,unkybunky
SpudLovr,unkybunky
LizSchmidt3,unkybunky
LizSchmidt3,unkybunky
LizSchmidt3,unkybunky
unkybunky,aaronpellowski
LizSchmidt3,unkybunky
LizSchmidt3,wijim500
LizSchmidt3,polymath22
SpudLovr,unkybunky
LizSchmidt3,SpudLovr
SpudLovr,polymath22
LizSchmidt3,polymath22
LizSchmidt3,polymath22
LizSchmidt3,unkybunky
LizSchmidt3,nomorespend
p8riot,ejkirkstein
pamster99,SpudLovr
MaryErpenbach,StevePrestegard
NEWIConservativ,BrownDeerRepub
NEWIConservativ,Progress2day
mpetrie98,polymath22
LizSchmidt3,polymath22
frogetteca,jshiftkey
p8riot,jrios68
lakemillsright,teeocee
LizSchmidt3,jrios68
LizSchmidt3,SpudLovr
LizSchmidt3,SpudLovr
LizSchmidt3,DefeatVos
AnonyMissBadger,Chanter1944
LizSchmidt3,letat_lechat
LizSchmidt3,teeocee
LizSchmidt3,DefeatVos
LizSchmidt3,Tortured_Verse
LizSchmidt3,polymath22
LizSchmidt3,DefeatVos
LizSchmidt3,DefeatVos
DefeatVos,GovWalker
jakevv,GovWalker
jrios68,polymath22
unkybunky,Mach1Broker
jrios68,Cog_Dis
unkybunky,Mach1Broker
jrios68,unkybunky
jrios68,polymath22
DefeatVos,RepVos'
oakparkres,Jane_WI
SpudLovr,Mach1Broker
DefeatVos,GovWalker
tvconservative,gjzielinski
NEWIConservativ,HenryDubb
tvconservative,gjzielinski
jrios68,tvconservative
jrios68,RWwatchMA
oakparkres,SpudLovr
jrios68,JobParty
james_bkelly,wisconsinreport
DefeatVos,sbauerAP
jrios68,jfoust
DefeatVos,RepVos
DefeatVos,IRSnews
p8riot,WIProud
p8riot,WIProud
p8riot,WIProud
DefeatVos,IRSnews
DefeatVos,RepPaulRyan's
Badgers_RebeL,RepSeanDuffy
jrios68,Jack2John
Badgers_RebeL,RepSeanDuffy
Jack2John,Govwalker
StandUpWis,GovWalker's
expedience2,NCPSSM
Badgers_RebeL,RepSeanDuffy
jrios68,nomorespend
HenryDubb,tvconservative
JakeMillerWis,JobParty
nomorespend,RayBeckerman
Jack2John,ScottKWalker
sierranolandely,C_A_Journal
PoliticalHeatWI,WeRWisconsin
aaronpellowski,wijim500
Badgers_RebeL,KevinOfMI
unkybunky,tvconservative
unkybunky,DefendWallSt
unkybunky,sierranolandely
sierranolandely,DefendWallSt
unkybunky,DefendWallSt
saragoldrickrab,DianeRavitch
shreksshrek,wijim500
sierranolandely,DefendWallSt
shreksshrek,DefendWallSt
unkybunky,DefendWallSt
unkybunky,DefendWallSt
unkybunky,DefendWallSt
jimwitkins,govwalker
sierranolandely,DefendWallSt
unkybunky,POLibertarian
marthaq,mimstuff
restorereality,GovWalker
unkybunky,BrownDeerRepub
unkybunky,BrownDeerRepub
shreksshrek,unkybunky
AKRNHSNC,unkybunky
muttmutt,jaimec25
muttmutt,DefendWallSt
unkybunky,DefendWallSt
AnonyMissBadger,KarlFrisch
JKWileman5,BrownDeerRepub
jimwitkins,govwalker
jrios68,BrownDeerRepub
shreksshrek,jrios68
PeterLaBarbera,LeeHogenson
TheTrollRoller,wijim500
shreksshrek,wijim500
jrios68,Coginwi
shreksshrek,wijim500
GiniCoefficien1,StateFarm's
RWwatchMA,mellie1951
DOLLAROCRACY,RWwatchMA
Ms_Aligned,wijim500
Olgold96,DefeatVos
HenryDubb,nomorespend
Conservativeind,polymath22
SaveWI,MaryErpenbach
SaveWI,MaryErpenbach
SaveWI,MaryErpenbach
jrios68,FAMILYPOST
muttmutt,HenryDubb
jrios68,SaveWI
Conservativeind,NDAAFORUS
tvconservative,jrios68
SirrK,bluecheddar1
tvconservative,SykesCharlie
rootriversiren,scottKWalker
p8riot,SpudLovr
jrios68,WeRWisconsin
Palin_4_Prez,tvconservative
Palin_4_Prez,tvconservative
Palin_4_Prez,tvconservative
james_bkelly,GovWalker
james_bkelly,Barrett4WI
Jack2John,Govwalker
mellconklin,ScooterChrist
trevinoandy,iowahawkblog
jer45,maddow
Conservativeind,polymath22
james_bkelly,SAMMIESMILES8
Conservativeind,james_bkelly
james_bkelly,Conservativeind
Conservativeind,james_bkelly
forwardwithkurt,GovWalker
SAMMIESMILES8,james_bkelly
p8riot,aheimermann
TomAdler,SpeakerBoehner
Conservativeind,Progress2day
SAMMIESMILES8,james_bkelly
MrsPolitiKoz,cr8f
MrsPolitiKoz,conservativeind
p8riot,jrios68
muttmutt,p8riot
p8riot,jrios68
jrios68,p8riot
z3dster,55Bentley
p8riot,muttmutt
jrios68,p8riot
muttmutt,p8riot
AndersonLimey,Truth247
jrios68,democurmudgeon
Conservativeind,james_bkelly
james_bkelly,Conservativeind
james_bkelly,Conservativeind
Conservativeind,james_bkelly
james_bkelly,Conservativeind
james_bkelly,Conservativeind
daniel_thecuban,Conservativeind
james_bkelly,Conservativeind
daniel_thecuban,Conservativeind
Conservativeind,james_bkelly
james_bkelly,Conservativeind
PublicaOratio,jrios68
Conservativeind,james_bkelly
Conservativeind,james_bkelly
PublicaOratio,polymath22
PublicaOratio,Jack2John
PublicaOratio,Progress2day
Conservativeind,james_bkelly
PublicaOratio,jbrady77
Badgers_RebeL,WellstoneQuotes
Conservativeind,james_bkelly
Conservativeind,james_bkelly
DefeatVos,daniel_thecuban
daniel_thecuban,DefeatVos
daniel_thecuban,DefeatVos
craigspaulding,govwalker
craigspaulding,govwalker
unkybunky,nomorespend
unkybunky,tvconservative
bergner47,wisconsinunion
djvanness,MahlonMitchell
rootriversiren,Journaltimes
craigspaulding,govwalker
expedience2,PoliticsNation
TomAdler,HuffPostPol
madturtle65,shreksshrek
shreksshrek,madturtle65
GiniCoefficien1,StateFarm's
unkybunky,Bobacheck
PFAW_WI,HuffPo
scottfoval,HuffPo
jimwitkins,GovWalker
expedience2,PresidentObama
unkybunky,nomorespend
GovWalkerNOT,jenhull
unkybunky,jbrady77
unkybunky,mcullen546
jimwitkins,govWalker
banditelli,AaronKrager
Conservativeind,polymath22
jimwitkins,govwalker
LizSchmidt3,Conservativeind
wijim500,LizSchmidt3
LizSchmidt3,TheTrollRoller
rootriversiren,Progress2day
klstone1969,SpudLovr
LizSchmidt3,rootriversiren
LizSchmidt3,SpudLovr
LizSchmidt3,SpudLovr
LizSchmidt3,SpudLovr
rootriversiren,LizSchmidt3
LizSchmidt3,rootriversiren
wijim500,rootriversiren
Badgers_RebeL,DefeatVos
rootriversiren,LizSchmidt3
LizSchmidt3,rootriversiren
LizSchmidt3,polymath22
wijim500,polymath22
LizSchmidt3,polymath22
WIBeetle,whitehouse
LizSchmidt3,polymath22
GomerWHoward,polymath22
LizSchmidt3,polymath22
LizSchmidt3,GomerWHoward
LizSchmidt3,polymath22
LizSchmidt3,GomerWHoward
LizSchmidt3,GomerWHoward
LizSchmidt3,GomerWHoward
GomerWHoward,LizSchmidt3
LizSchmidt3,GomerWHoward
robtdfischl,LizSchmidt3
jrios68,FAMILYPOST
jrios68,FAMILYPOST
unkybunky,walkerwaffles
FAMILYPOST,FAMILYPOST
jrios68,FAMILYPOST
jrios68,Meg_Moen
FAMILYPOST,StB08
jrios68,FAMILYPOST
BrewCityBrawler,sykescharlie
FAMILYPOST,Cwood301
paellacook,WEAC
FAMILYPOST,Cwood301
james_bkelly,HeidiWisGirl
BrewCityBrawler,sykescharlie
SouthsideZorro,RebeccaforReal
mellconklin,GovWalker
AnonyMissBadger,WeGotEd
jrios68,DWStweets
SouthsideZorro,tombelter
SouthsideZorro,wisconsinreport
jenhull,superbranch
soleynm,aekarst
muttmutt,p8riot
WEAC,WEAC's
sierranolandely,ShelleyMGO
james_bkelly,GovWalker
tvconservative,LizSchmidt3
legaleagle,edcetera
scottfoval,WeAreWI
superbranch,MikeElk
WisCairo,AnonyMissBadger
Jack2John,karmickowboy
AnonyMissBadger,SpudLovr
MTATL67,Govwalker
DefeatVos,GovWalker
AnonyMissBadger,JonLeith
Jack2John,Govwalker̢
bergner47,WIXX
RWwatchMA,Amazon
JakeMillerWis,wtdynews
bergner47,RussFeingold
shreksshrek,unkybunky
unkybunky,MCNETHJ
unkybunky,wijim500
unkybunky,shreksshrek
unkybunky,Only4TheFight
unkybunky,shreksshrek
unkybunky,nomorespend
unkybunky,MCNETHJ
shreksshrek,unkybunky
unkybunky,GA_Knight
unkybunky,shreksshrek
shreksshrek,unkybunky
unkybunky,shreksshrek
Only4TheFight,unkybunky
shreksshrek,unkybunky
unkybunky,Only4TheFight
unkybunky,shreksshrek
shreksshrek,unkybunky
LizSchmidt3,NEWIConservativ
shreksshrek,unkybunky
Bobacheck,jimwitkins
Coginwi,NatlWOW
unkybunky,nomorespend
unkybunky,wijim500
unkybunky,nomorespend
nomorespend,polymath22
unkybunky,wijim500
shreksshrek,Progress2day
unkybunky,nomorespend
unkybunky,nomorespend
shreksshrek,wijim500
shreksshrek,unkybunky
unkybunky,shreksshrek
unkybunky,nomorespend
unkybunky,nomorespend
unkybunky,Bobacheck
shreksshrek,unkybunky
unkybunky,shreksshrek
unkybunky,Cwood301
shreksshrek,unkybunky
shreksshrek,unkybunky
unkybunky,shreksshrek
nomorespend,unkybunky
shreksshrek,jimwitkins
unkybunky,nomorespend
PublicaOratio,PolitixGal
muttmutt,briansikma
jimwitkins,GovWalker's
JDNelson_68W,gjzielinski
shreksshrek,polymath22
jrios68,Cog_Dis
jrios68,wijim500
tvconservative,TheNewDeal
tvconservative,mediatrackers
tvconservative,nomorespend
tvconservative,LizSchmidt3
tvconservative,wijim500
tvconservative,wijim500
tvconservative,fightingteacher
tvconservative,danedems
tvconservative,kelly8sully
GiniCoefficien1,StateFarm's
tvconservative,fightingteacher
tvconservative,fightingteacher
tvconservative,fightingteacher
tvconservative,WI4Falk
tvconservative,wisocialworker
isewquilts2,GovWalker
Olgold96,tvconservative
Olgold96,tvconservative
RWwatchMA,DarrellIssa
RWwatchMA,DarrellIssa
Jack2John,Govwalker
SouthsideZorro,WaukeshaGOP
JLaufe,ScottKWalker
SouthsideZorro,WashingtonCounty
wijim500,SouthsideZorro
AlvinsMom,tmwinsett
AlvinsMom,tmwinsett
Tamra4Senate,Lehmanforsenate
Tamra4Senate,LehmanForSenate
Tamra4Senate,LehmanForSenate
Tamra4Senate,LehmanForSenate
wisocialworker,tvconservative
daniel_thecuban,TeamsterNation
StandUpWis,GovWalker
unkybunky,Tamra4Senate
unkybunky,nomorespend
unkybunky,nomorespend
tvconservative,WEAC
tvconservative,620wtmj
tvconservative,fightingteacher
unkybunky,tvconservative
cr8f,wiunion
unkybunky,nomorespend
jrios68,MCNETHJ
jrios68,RCWeich
tvconservative,unkybunky
tvconservative,TheTrollRoller
tvconservative,BunnyBlinks
tvconservative,nomorespend
tvconservative,jrios68
tvconservative,AndersonLimey
tvconservative,StandUpWis
unkybunky,tvconservative
tvconservative,StandUpWis
unkybunky,tvconservative
tvconservative,unkybunky
tvconservative,StandUpWis
unkybunky,tvconservative
SpudLovr,unkybunky
ECmadtown,spudlover
jrios68,sykescharlie
jrios68,sykescharlie
tvconservative,DefeatVos
tvconservative,DefeatVos
tvconservative,cjliebmann
tvconservative,ShainalovesMKE
tvconservative,GemmaC_WI
tvconservative,shreksshrek
tvconservative,DefeatVos
tvconservative,ShainalovesMKE
tvconservative,ShainalovesMKE
tvconservative,ShainalovesMKE
jrios68,mr_MKE
tvconservative,ShainalovesMKE
mr_MKE,jrios68
tvconservative,ShainalovesMKE
tvconservative,ShainalovesMKE
jrios68,mr_MKE
LangeTheThird,ObamaOyeah
tvconservative,ShainalovesMKE
tvconservative,ShainalovesMKE
jrios68,sykescharlie
jrios68,mr_MKE
jrios68,55Bentley
DefeatVos,RepVos
jrios68,DefeatVos
jrios68,sierranolandely
sierranolandely,jrios68
sierranolandely,jrios68
jrios68,sierranolandely
sierranolandely,jrios68
jrios68,sierranolandely
BrewCityBrawler,sykescharlie
DefeatVos,UnitedWisconsin
sierranolandely,jrios68
sierranolandely,jrios68
jrios68,sierranolandely
sierranolandely,jrios68
jrios68,sierranolandely
bergner47,RussFeingold
sierranolandely,jrios68
jrios68,sierranolandely
sierranolandely,jrios68
jrios68,sierranolandely
sierranolandely,jrios68
jrios68,sierranolandely
sierranolandely,jrios68
unkybunky,bdunbar
unkybunky,MacIverWisc
unkybunky,markos
4SHCrane,wisocialworker
sierranolandely,BrownDeerRepub
Badgers_RebeL,BrisBadgersFC
unkybunky,BrownDeerRepub
TomAdler,JansingCo
unkybunky,GovWalker
unkybunky,MacIverWisc
unkybunky,BrownDeerRepub
unkybunky,bdunbar
p8riot,wijim500
librarianalso,GovWalker
tvconservative,TheTrollRoller
tvconservative,darmyman
DefeatVos,WeRWisconsin
AndrewMatz,Barrett4WI
tvconservative,CoffeeBean26
tvconservative,Barrett4WI
tvconservative,DefeatVos
tvconservative,CoffeeBean26
tvconservative,DefeatVos
DefeatVos,RepVos
tvconservative,AndrewMatz
DefeatVos,AndrewMatz
tvconservative,JakeMillerWis
tvconservative,PublicaOratio
tvconservative,cr8f
tvconservative,cr8f
DefeatVos,cr8f
tvconservative,DefeatVos
jrios68,polymath22
VibeVal,frogetteca
tvconservative,polymath22
muttmutt,p8riot
muttmutt,kittylight
muttmutt,p8riot
tvconservative,SpudLovr
wijim500,OFA_FL
tvconservative,Progress2day
LizSchmidt3,SpudLovr
LizSchmidt3,SpudLovr
tvconservative,Cwood301
SpudLovr,LizSchmidt3
jrios68,ReginaNavejar
tvconservative,spudlovr
tvconservative,Progress2day
SpudLovr,LizSchmidt3
jrios68,ReginaNavejar
LizSchmidt3,SpudLovr
ReginaNavejar,jrios68
Coginwi,Uncucumbered
tvconservative,wijim500
jimwitkins,govwalker
tvconservative,LarryGamble
tvconservative,jimwitkins
tvconservative,RWwatchMA
tvconservative,cr8f
tvconservative,DDaisy
tvconservative,polymath22
tvconservative,OccupyGay
LizSchmidt3,tvconservative
jimwitkins,govWalker
tvconservative,LizSchmidt3
activist360,maigreym
tvconservative,Progress2day
nwhepcat,DefendWisconsin
jrios68,ReginaNavejar
tvconservative,TeaPartyUSA1
DefeatVos,RepPaulRyan
tvconservative,DefendWisconsin
tvconservative,Cops4Labor
tvconservative,PFAW_WI
tvconservative,CoffeeBean26
tvconservative,Morkavic
tvconservative,CoffeeBean26
tvconservative,GovWalker
tvconservative,CarterFliptMe
tvconservative,FrauMorris
tvconservative,MadtownMayhem
tvconservative,SpudLovr
tvconservative,CarterFliptMe
tvconservative,Progress2day
tvconservative,Progress2day
tvconservative,FrauMorris
tvconservative,P2Blogs
LizSchmidt3,SpudLovr
wijim500,OccupyGay
tvconservative,LizSchmidt3
wijim500,Progress2day
tvconservative,RWwatchMA
tvconservative,wijim500
tvconservative,SpudLovr
tvconservative,polymath22
p8riot,wijim500
ChristianDem987,NJGovChristie
tvconservative,ChristianDem987
tvconservative,jrios68
tvconservative,Progress2day
tvconservative,thetalentscout
tvconservative,crtconsu
tvconservative,SpudLovr
p8riot,LizSchmidt3
tvconservative,p8riot
tvconservative,Progress2day
tvconservative,teeocee
p8riot,tvconservative
tvconservative,p8riot
tvconservative,teeocee
tvconservative,p8riot
tvconservative,polymath22
shreksshrek,wijim500
LizSchmidt3,mcullen546
GiniCoefficien1,StateFarm's
LizSchmidt3,mcullen546
shreksshrek,wijim500
tvconservative,polymath22
aprildgregory,wijim500
NorthDallas30,jrios68
tvconservative,ChristianDem987
wijim500,DefeatVos
tvconservative,wijim500
LizSchmidt3,polymath22
ChristianDem987,tvconservative
ChristianDem987,tvconservative
tvconservative,polymath22
tvconservative,ChristianDem987
tvconservative,LizSchmidt3
tvconservative,MadPascale
LizSchmidt3,Coginwi
LizSchmidt3,leftistcocktail
LizSchmidt3,Coginwi
LizSchmidt3,Progress2day
tvconservative,polymath22
tvconservative,AquarianM
tvconservative,wiscolover
tvconservative,LizSchmidt3
tvconservative,nomorespend
tvconservative,anne_schulthess
tvconservative,RealityGuyNNJ
tvconservative,unkybunky
tvconservative,unkybunky
tvconservative,unkybunky
tvconservative,unkybunky
tvconservative,ShainalovesMKE
tvconservative,StandUpWis
tvconservative,polymath22
tvconservative,WEAC
tvconservative,bluecheddar1
tvconservative,StandUpWis
tvconservative,AndersonLimey
tvconservative,AndersonLimey
StandUpWis,GovWalker
BrewCityBrawler,sykescharlie
BrewCityBrawler,sykescharlie
BrewCityBrawler,sykescharlie
jrios68,ChristianDem987
jrios68,ChristianDem987
DefeatVos,RepPaulRyan
muttmutt,ejkirkstein
DefeatVos,RepPaulRyan
BrewCityBrawler,sykescharlie
BrewCityBrawler,sykescharlie
muttmutt,DefeatVos
BrewCityBrawler,sykescharlie
BrewCityBrawler,sykescharlie
BrewCityBrawler,sykescharlie
BrewCityBrawler,sykescharlie
DefeatVos,RepPaulRyan
BrewCityBrawler,sykescharlie
NEWIConservativ,muttmutt
muttmutt,NEWIConservativ
muttmutt,MadtownMayhem
NEWIConservativ,muttmutt
AnonyMissBadger,SenRonJohnson
annaironside,AnonyMissBadger
BrewCityBrawler,sykescharlie
muttmutt,NEWIConservativ
muttmutt,NEWIConservativ
muttmutt,NEWIConservativ
55Bentley,AnonyMissBadger
BrewCityBrawler,wagner620
muttmutt,NEWIConservativ
BrewCityBrawler,wagner620
DefeatVos,repvos
DefeatVos,repvos
muttmutt,TheXclass
muttmutt,NEWIConservativ
muttmutt,BumblingBeard
muttmutt,BumblingBeard
DefendWisconsin,OLBLightBrigade
tvconservative,tenzingmckenzie
tvconservative,onewisconsinnow
tvconservative,tenzingmckenzie
WI4Falk,BloggingBlue
tvconservative,tenzingmckenzie
PiereChangstein,LoriBlakeslee
steelekelly,WisPolitics
frogetteca,VibeVal
VibeVal,frogetteca
DefeatVos,RepVos
jimwitkins,RepPaulRyan's
unkybunky,tvconservative
unkybunky,nomorespend
smileyseany,SpudLovr
unkybunky,SpudLovr
yikesks,LuvLuchia
unkybunky,Conservativeind
unkybunky,Conservativeind
BrewCityBrawler,jimwitkins
Conservativeind,Progress2day
nomorespend,SpudLovr
pack_go,edshow
AnonyMissBadger,Muxywithmoxie
GiniCoefficien1,StateFarm's
hcnthree,wijim500
VibeVal,sleepyeye11
VibeVal,sleepyeye11
sierranolandely,Conservativeind
Conservativeind,sierranolandely
Conservativeind,restorereality
RWwatchMA,NancyPelosi's
jrios68,DefeatVos
Conservativeind,Deberra
Conservativeind,Jack2John
Conservativeind,rvmeansit
jrios68,Dailytakes
Conservativeind,polymath22
jrios68,polymath22
jrios68,polymath22
Conservativeind,polymath22
jrios68,polymath22
AnonyMissBadger,Conservativeind
Conservativeind,CatLadyDarcy
Conservativeind,CatLadyDarcy
Conservativeind,polymath22
AnonyMissBadger,Progress2day
Jack2John,GovWalker
Conservativeind,Jack2John
Conservativeind,eqracer
Conservativeind,eqracer
Conservativeind,DefeatVos
Conservativeind,DefeatVos
VoiceOfWI,superbranch
Conservativeind,Meg_Moen
Conservativeind,sierranolandely
unkybunky,tiredofrudens
unkybunky,teeocee
jrios68,polymath22
tvconservative,polymath22
tvconservative,polymath22
tvconservative,deniwilson
tvconservative,CoffeeBean26
Coginwi,NatlWOW
tvconservative,wmagates
tvconservative,Tortured_Verse
banditelli,KatiSipp
tvconservative,jenhull
tvconservative,CoffeeBean26
tvconservative,Niteowl009
tvconservative,CoffeeBean26
tvconservative,all_a_twitt_r
tvconservative,CoffeeBean26
tvconservative,StandUpWis
tvconservative,nomorespend
tvconservative,FAMILYPOST
tvconservative,StandUpWis
JDNelson_68W,LizSchmidt3
tvconservative,cr8f
StandUpWis,cr8f
tvconservative,DefeatVos
brewpackred,Newrulz1951
DefeatVos,RepVos
StandUpWis,cr8f
tvconservative,deniwilson
tvconservative,StandUpWis
Tamra4Senate,LehmanForSenate
LizSchmidt3,CoffeeBean26
LizSchmidt3,SpudLovr
LizSchmidt3,cr8f
paellacook,DefeatVos
LizSchmidt3,deniwilson
tvconservative,deniwilson
tvconservative,deniwilson
tvconservative,barkway
tvconservative,DefeatVos
tvconservative,StandUpWis
Conservativeind,AstroSHayden
seelions,NatlWOW
Conservativeind,AstroSHayden
unkybunky,Conservativeind
unkybunky,BubbaAndThem
tvconservative,unkybunky
55Bentley,cr8f
tvconservative,cr8f
unkybunky,1861_again
tvconservative,55Bentley
tvconservative,unkybunky
unkybunky,tvconservative
unkybunky,tvconservative
55Bentley,tvconservative
tvconservative,unkybunky
55Bentley,tvconservative
tvconservative,unkybunky
unkybunky,tvconservative
tvconservative,Art4Gov
tvconservative,Art4Gov
tvconservative,AstroSHayden
tvconservative,StandUpWis
unkybunky,RiverRoads
tvconservative,CrailFor55
tvconservative,unkybunky
tvconservative,polymath22
tvconservative,55Bentley
tvconservative,cr8f
tvconservative,cr8f
tvconservative,polymath22
LizSchmidt3,unkybunky
tvconservative,unkybunky
tvconservative,JLaufe
LizSchmidt3,unkybunky
